facility_id,latitude,longitude,square_footage
north-carolina_anson_2043_287_6_1_0_17_235_13567_00,35.18594184685419,-80.25731419654747,84442.25992
north-carolina_anson_2191_287_6_1_0_17_236_13560_00,35.16772049380174,-80.25607371554622,60160.76308
north-carolina_anson_2210_287_6_1_0_17_237_13424_00,34.81466486135081,-80.25550470661568,73853.34882
north-carolina_anson_2377_287_6_1_0_17_238_13437_00,34.84994041391309,-80.2511176282399,23254.59392
north-carolina_anson_2598_287_6_1_0_17_239_13507_00,35.03114459239106,-80.24801252510012,118354.66258
north-carolina_anson_2468_287_6_1_0_17_238_13528_00,35.08594230897169,-80.24962163933174,93715.55418
north-carolina_anson_2553_287_6_1_0_17_239_13462_00,34.914252785241594,-80.24771334413235,73630.2517
north-carolina_anson_2564_287_6_1_0_17_239_13473_00,34.94127420133064,-80.24599968177546,86922.57496
north-carolina_anson_2618_287_6_1_0_17_239_13527_00,35.08280525399446,-80.24532661641865,81489.50392
north-carolina_anson_2664_287_6_1_0_17_240_13424_00,34.81543858673114,-80.24571312773459,136122.0516
north-carolina_anson_3055_287_6_1_0_17_242_13524_00,35.07412196524198,-80.23792919069213,104037.07682
north-carolina_anson_59_287_6_1_0_17_219_13428_00,34.8266986855967,-80.31282548438884,99744.09768
north-carolina_anson_3046_287_6_1_0_17_242_13515_00,35.0494907383604,-80.23711116243702,76241.80034
north-carolina_anson_3197_287_6_1_0_17_243_13526_00,35.07955428927261,-80.23233249117749,47399.9359
north-carolina_anson_3298_287_6_1_0_17_244_13488_00,34.97974121395002,-80.23136833688741,129447.18262
